amfi_code,scheme_name,fund_house,category,sub_category,risk_category,expense_ratio_pct,latest_nav_date,latest_nav,daily_return_mean,daily_return_std,annual_return_pct,annual_volatility_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,sharpe_ratio,sortino_ratio,alpha_pct,beta,r_squared,max_drawdown_pct,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_date,observations
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,Large & Mid Cap,Moderately High,1.52,2026-05-29,205.451,0.0008250722735460028,0.009719447430866657,21.6479764248394,15.429144469823298,14.279834500870736,14.744434832760533,,0.9262873467360146,1.6327409778735162,20.873010086942337,-0.02638771994384303,0.00048592647527973253,-15.27259422823477,2023-09-05,2024-01-24,2024-04-25,1149
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,Index,Moderate,1.57,2026-05-29,187.7797,0.0006741587522893979,0.008086315812687745,17.54041909151418,12.836628397860562,20.222858595384665,19.662361245910965,,0.8170993373494368,1.4357420130649492,17.048756803412697,-0.019486785689474536,0.0003828503073092386,-10.85986215250232,2022-02-03,2022-03-29,2022-05-23,1149
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,Large Cap,Moderate,1.42,2026-05-29,118.1496,0.000697595408431375,0.008746373512793112,18.070820555282662,13.88443751311979,8.495135972254552,13.974980348212673,,0.7979728586052847,1.3379431500669237,17.703302365844074,-0.040268952369820595,0.00139744460833186,-13.897862823061635,2023-09-19,2023-11-09,2024-03-11,1149
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,Moderate,0.92,2026-05-29,1204.9571,0.0007095223731125696,0.009240517486188763,18.29378597431117,14.668866752399518,28.6975804558778,18.429918008610045,,0.7757902498211207,1.3306512447571366,17.729754927531765,0.04882040425957738,0.0018401792783071568,-15.200013055606398,2023-12-22,2025-01-01,2025-04-16,1149
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,Index/ETF,Moderate,0.89,2026-05-29,326.7508,0.000600473969875538,0.008178621336543391,15.357116291589868,12.983158874316306,22.510248103762276,20.00321571698329,,0.6648569985490619,1.137976718780742,15.136354648239239,-0.0014335213897801215,2.02534089723281e-06,-11.650624505409091,2022-01-03,2022-06-09,2023-01-09,1149
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,Value,Moderately High,1.41,2026-05-29,404.4207,0.0006501094769466271,0.009594323495169223,16.439416926901053,15.230516379673068,41.85299002066023,18.417429266835228,,0.6488787755249532,1.0958951614736467,16.25385327998104,0.041896462728119754,0.0012571178108220736,-19.82565826298267,2023-03-31,2023-08-14,2024-01-11,1149
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,Large Cap,Moderate,0.72,2026-05-29,91.601,0.0006163137445172902,0.008817415800853679,15.661395483825524,13.997213649186154,25.559539940517382,21.084691029380597,,0.6452074382933215,1.1544757169236237,15.643835948169668,-0.03663900671860934,0.0011382947171084277,-18.62974313859551,2023-10-30,2024-02-29,2024-07-26,1149
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Flexi Cap,Moderately High,1.64,2026-05-29,378.9657,0.000645340694310669,0.009926838079358374,16.20550058321799,15.758366917912994,13.59304393755194,25.549670172502026,,0.6195175900829828,1.0887552508030014,16.211256794033254,0.016682689437770806,0.0001861916643285012,-21.539827112383225,2022-01-03,2022-07-04,2023-03-16,1149
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,Liquid,Low,0.74,2026-05-29,388.5939,0.0002676525413793258,0.0003111357089670824,6.9752416519982985,0.49391262595120156,7.430320855847317,7.392538786263403,,0.4957233929533124,1.0521238822609293,6.746210411099539,-0.00044409263297072297,0.00013430661440679847,-0.09773140045925555,2025-10-16,2025-10-20,2025-10-24,1149
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,Large Cap,Moderate,1.59,2026-05-29,482.127,0.0005220152587214266,0.008481394140912233,13.028336972322684,13.463795800784448,16.849551529398422,17.263014444437943,,0.49427253786723496,0.8625738849916581,13.042924450705446,0.036356399022199795,0.0012113711061211873,-17.57361416468729,2024-01-09,2025-02-14,2025-12-04,1149
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,Large Cap,Moderate,1.54,2026-05-29,606.2349,0.0005222511308194414,0.009042081769919406,12.894863151904712,14.353859818510504,18.12461925339035,18.03973982038829,,0.4640374492204777,0.7621288703723165,13.173190226099432,-0.0040502711300065145,1.3227607880850332e-05,-14.844576917771747,2022-01-03,2022-02-04,2022-05-17,1149
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,Small Cap,Very High,1.53,2026-05-29,134.6683,0.0007071093821003067,0.015900663604058236,15.756667292982707,25.24152094634046,15.822866445588701,8.0060298597036,,0.4484340089089914,0.7460146308533572,17.50072167561127,0.10349663691337589,0.0027930065610663234,-23.34488614483311,2025-04-09,2026-02-20,2026-04-15,1149
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,Mid Cap,High,0.78,2026-05-29,188.3619,0.00047686346287115325,0.011560944277330922,10.88492078875596,18.352430087335776,15.455077019290385,11.242518737374208,,0.3006119210425478,0.508812819716923,11.98910097121797,0.009054412621739182,4.04374655363427e-05,-21.11727956013212,2025-04-04,2025-09-12,2026-02-18,1149
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Small Cap,Very High,1.53,2026-05-29,53.9836,0.0004244528681492361,0.016250785494711695,7.650158706195587,25.79732221707774,-24.000309180292632,-4.151453816140693,,0.1626607692864677,0.27664379626092334,10.897091901704538,-0.06528924788351524,0.0010641052735572622,-35.44691649336603,2024-11-21,2026-05-11,,1149
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,Large Cap,Moderate,0.75,2026-05-29,58.4203,0.00032985864437101356,0.008808648249969932,7.6105019563763365,13.983295593638855,19.781538524100494,20.8115598266319,,0.12961449795669325,0.22108683979276347,8.232801295222094,0.02588321244009315,0.000569203809024487,-21.751396370148225,2022-02-24,2023-05-22,2023-12-26,1149
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,Mid Cap,High,1.56,2026-05-29,82.6457,0.0003119045881482731,0.011272610878515414,6.459250268658279,17.894715006571875,22.518986942465922,7.75416750547262,,0.07599984804658917,0.12469346986475664,7.80443887615508,0.018056874208118173,0.00016915548838314384,-24.003511326274886,2023-11-09,2024-10-17,2025-10-14,1149
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,Large Cap,Moderate,1.64,2026-05-29,50.8387,0.0002749789297660477,0.008788090603213448,6.138099361837401,13.950661341123835,1.61022963455828,0.5257668501786883,,0.030784850954585913,0.05257398559304797,6.899529821677549,0.009730745001153611,8.082637693810729e-05,-14.401617909337261,2023-10-12,2025-02-07,2025-12-31,1149
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Small Cap,Very High,0.72,2026-05-29,105.4849,0.00020131692580289563,0.015717101489290827,1.9817724717167584,24.950125122855862,13.957994357447735,-1.337083602283895,,-0.05718662582817997,-0.09438726129459607,4.882421594553985,0.062001804382671666,0.0010259205326765958,-52.57422117012851,2023-01-17,2025-10-28,,1149
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,Small Cap,Very High,1.38,2026-05-29,56.1319,0.00018236517391230026,0.015790461312930562,1.4677909675495204,25.066580232600437,-42.81949516662213,-11.703299329834216,,-0.07597357117478923,-0.12818559275851932,4.801595363775955,-0.06695117463929201,0.0011851593464486715,-51.677753708526566,2025-05-22,2026-05-11,,1149
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,Liquid,Low,0.6,2026-05-29,4268.5497,0.0002561287499929851,0.0003233593463542916,6.665013659448804,0.5133170487371137,7.125369741102916,6.694394239074852,,-0.08874729621557331,-0.1877230477424232,6.4556774953759986,-0.0004007442394784006,0.0001012543569227174,-0.11629327956168556,2024-04-12,2024-04-30,2024-05-03,1149
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,Moderate,1.55,2026-05-29,583.6113,0.00014159930699210853,0.009164463506291045,2.5434874968783827,14.548134802183876,-2.2257773892688015,1.2923525892154508,,-0.2015170675596694,-0.35104746015230903,3.747580763443281,-0.058268431438808936,0.0026650326981333267,-24.734440880673304,2022-03-30,2022-09-15,2023-03-14,1149
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Mid Cap,High,1.51,2026-05-29,125.564,0.0001098147223397074,0.011423709289098149,1.1304481066713112,18.134576297311302,-16.807959958672036,-0.7672319440258146,,-0.20583160785470314,-0.34722230254727277,2.8969397866379443,-0.0421250290218943,0.000896429460068757,-28.00112356639287,2025-01-07,2026-04-27,,1149
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Gilt,Low,0.77,2026-05-29,54.2038,0.00022226830595075775,0.0024990143961777056,5.677262981067255,3.9670623690338704,5.525880326360788,5.838988442093762,,-0.22657538662791596,-0.3767670081706672,5.620895216638369,-0.006413850728276474,0.0004342603321720048,-4.328728923970093,2024-09-16,2025-04-01,2025-08-22,1149
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,Gilt,Low,0.55,2026-05-29,37.8243,0.00020153331311365723,0.002510653047599153,5.125853868983454,3.9855381553882614,10.462462788080341,4.061259859840338,,-0.356629507514368,-0.6135251287271027,5.074772999976104,0.0012566742731558499,1.6516652310332854e-05,-8.316361763638703,2023-02-09,2024-02-09,2024-11-01,1149
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,Short Duration,Low,0.56,2026-05-29,31.8843,0.00017005379350090052,0.0024600734466666972,4.298652494927047,3.9052455281001603,3.7075527018896492,3.9154793546847033,,-0.5670947928476847,-0.9418212366054207,4.281792031506088,0.0011582183155281435,1.4612842041844954e-05,-4.308263824636349,2023-05-23,2023-07-28,2024-01-30,1149
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,Liquid,Low,0.79,2026-05-29,410.1021,0.00024154628565905978,0.00031902540821652614,6.2738967442827365,0.5064371352310743,7.241777200393584,6.314299292105274,,-0.8155673679088278,-1.6810378667512837,6.086145795787115,0.00026670968338238357,4.607623677105207e-05,-0.16224980244717857,2023-09-05,2023-09-12,2023-09-22,1149
