amfi_code,scheme_name,date,rolling_90d_sharpe
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-17,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-18,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-21,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-22,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-23,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-24,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-25,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-28,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-29,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-30,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-03-31,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-01,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-04,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-05,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-06,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-07,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-08,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-11,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-12,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-13,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-14,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-15,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-18,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-19,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-20,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-21,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-22,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-25,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-26,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-27,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-28,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-04-29,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-02,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-03,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-04,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-05,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-06,
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-09,1.1142362027949302
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-10,0.6999090488992478
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-11,0.22411724429353674
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-12,0.22700953547036024
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-13,0.35104059819734895
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-16,-0.20261469751571054
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-17,-0.2527802065360004
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-18,-0.4956046350175208
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-19,-0.48890819765175303
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-20,-0.4598425751052943
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-23,-0.16838898919769077
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-24,-0.23086480682385682
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-25,-0.5989334408635529
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-26,-0.07242425710842462
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-27,-0.33120971428792134
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-30,-0.7130845237305959
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-05-31,-0.6069721434123455
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-01,-0.5988962842224783
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-02,-0.19136953048640315
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-03,-0.20149513878158157
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-06,-0.11631061728015529
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-07,0.13090543728794662
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-08,0.23722488099389208
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-09,0.748470485329165
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-10,0.4097336533147064
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-13,0.6207946163065347
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-14,0.1534404485969507
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-15,-0.21877228287841044
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-16,-0.6044561433132634
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-17,-0.7768791215485321
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-20,-0.7962465300215744
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-21,-0.6284820928547323
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-22,-0.4216009412813049
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-23,0.049238303524556236
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-24,0.36559025227168884
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-27,0.5468379510123026
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-28,0.9578205891868771
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-29,0.9860971186014202
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-06-30,0.8066696851314837
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-01,0.9673358432502754
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-04,0.9630865711624275
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-05,0.8505144782461318
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-06,1.1838087400579471
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-07,1.2100869684239768
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-08,0.7622585839555431
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-11,0.5416153951049477
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-12,0.24677739218675274
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-13,0.19663960699684907
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-14,0.4967672465953838
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-15,0.7172932403104382
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-18,1.0607038852713415
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-19,0.8475362217240344
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-20,0.9103096205924733
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-21,0.2918323652553259
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-22,0.010967378766977991
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-25,0.28851318596654174
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-26,0.6644046694659203
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-27,0.40300300159511004
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-28,0.4549809258165618
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-07-29,0.7453713842309904
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-01,0.8071232251831607
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-02,0.4233076237654511
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-03,0.7292458555922514
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-04,0.7283569525854039
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-05,0.6484796751858924
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-08,1.111139853461533
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-09,0.9089540281299621
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-10,0.5779084899592714
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-11,0.47235935491682846
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-12,0.5707389126171982
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-15,1.0164355325981227
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-16,1.0723067135111906
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-17,1.1249459444759198
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-18,1.2452490296543393
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-19,1.254560449054817
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-22,1.5936864993434159
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-23,1.9154408349481151
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-24,1.8254072474801517
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-25,1.6760256079874183
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-26,1.5420847370624458
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-29,1.5315469050210826
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-30,1.48160343461771
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-08-31,1.1067320323085443
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-01,1.0017094740256491
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-02,1.015007400586652
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-05,1.0326013300387373
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-06,1.0364361396931012
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-07,0.9480136959900717
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-08,1.1923298563516056
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-09,1.273615764619311
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-12,0.980623803706896
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-13,1.1529022808665466
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-14,1.531032782648164
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-15,1.6935811899150057
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-16,1.4018247841906022
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-19,1.3488658568756167
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-20,1.2652300368648999
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-21,1.2686336390823285
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-22,1.411716714502054
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-23,1.6482395358867041
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-26,1.306582660130984
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-27,1.0520829042159165
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-28,1.172552902692361
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-29,0.9133744734954818
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-09-30,0.6412637567453365
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-03,0.9808933408886333
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-04,0.7185976907304396
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-05,0.6719158103893714
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-06,0.11367416863161217
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-07,0.38431779965265656
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-10,0.11075291062676759
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-11,0.10557937127987854
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-12,-0.2756019721364616
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-13,-0.6758253201636061
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-14,-0.5642662784788518
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-17,-0.8185034919466129
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-18,-0.6911268639128696
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-19,-0.7739874955026164
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-20,-0.13015785598786994
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-21,-0.4508279827077454
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-24,-0.42503466731533684
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-25,-0.6904922112273905
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-26,-1.0339409688928232
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-27,-1.1184251045172564
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-28,-1.2037997323503435
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-10-31,-1.1733736898860365
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-01,-1.4350490185024014
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-02,-1.4568628509010548
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-03,-1.5251051909434206
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-04,-1.3611719801257713
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-07,-1.0146227176587888
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-08,-1.1040545294249913
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-09,-1.2715726727336116
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-10,-1.2262539073807754
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-11,-1.0883965060923348
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-14,-0.7119489821737613
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-15,-0.5765756984225462
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-16,-0.8079785220056721
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-17,-1.0559120604508325
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-18,-0.8071442943891481
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-21,-1.0068780785985914
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-22,-0.9764473835632195
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-23,-1.217691569250927
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-24,-0.7464543015494343
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-25,-0.5436268995076156
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-28,-1.1366035840892812
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-29,-1.3779335279018652
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-11-30,-1.3097937249221405
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-01,-1.4297953950889537
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-02,-1.7737068285356492
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-05,-1.8014486780441352
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-06,-1.181247470511359
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-07,-1.3030477692478055
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-08,-1.2643188055007595
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-09,-1.2412972643691995
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-12,-1.0594269252133415
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-13,-0.862762062288784
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-14,-0.36141816646669755
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-15,-0.5513273940139786
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-16,-0.43150708934086046
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-19,-1.1695727167956174
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-20,-1.569795334114922
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-21,-1.4304781909900053
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-22,-1.7424519457452903
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-23,-1.9372299589988975
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-26,-2.129771766467609
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-27,-2.329009169724114
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-28,-2.664281877826911
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-29,-2.5613286452246418
120507,ICICI Pru Liquid Fund - Regular - Growth,2022-12-30,-2.198743297788908
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-02,-2.3475267284370727
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-03,-2.4837465027948955
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-04,-2.411601224582559
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-05,-2.549885304516257
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-06,-2.6066855085399303
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-09,-2.360252738878433
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-10,-2.1414779489297215
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-11,-2.223062510180344
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-12,-2.7185272876082287
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-13,-2.96383515028642
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-16,-2.6063844174525976
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-17,-2.4874116763781102
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-18,-2.596694340977792
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-19,-2.487227293192181
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-20,-2.603852898447998
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-23,-2.4574544995192364
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-24,-2.0225024478547167
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-25,-1.9691498464037667
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-26,-2.2210195351099027
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-27,-2.6710523532637658
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-30,-2.7099844365241856
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-01-31,-2.476685185633928
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-01,-2.605747516904412
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-02,-2.7564554506706176
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-03,-2.6515651789404306
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-06,-3.26058389028077
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-07,-3.172570143791342
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-08,-3.021331004911788
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-09,-2.6744250944139267
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-10,-2.9260802482343573
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-13,-3.0273762988306974
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-14,-2.983108435999038
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-15,-2.524454205195094
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-16,-2.4670332891019555
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-17,-2.3060287661501953
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-20,-2.3439821161070324
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-21,-2.473337995290976
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-22,-2.0509584851899887
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-23,-2.461458995291072
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-24,-2.098344525611187
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-27,-2.165271427406161
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-02-28,-1.7606702243221797
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-01,-1.2525802335880638
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-02,-0.9529709723959334
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-03,-0.7992336709762822
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-06,-1.0273919840832704
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-07,-1.329989635363162
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-08,-1.2739906489993105
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-09,-1.0589497642039927
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-10,-1.2167330769751776
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-13,-1.131034994147953
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-14,-0.9276645529100838
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-15,-0.5307056988906833
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-16,-0.8590146778784994
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-17,-0.7229285138325007
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-20,-1.001594150752097
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-21,-1.4658336340124933
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-22,-1.467868791831433
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-23,-1.6567118459197818
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-24,-1.9718312610959698
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-27,-2.1428029535141295
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-28,-1.9413792285241782
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-29,-1.9239002582369065
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-30,-1.8164119994306072
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-03-31,-1.9278533158882618
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-03,-1.307591462607521
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-04,-1.431398302973964
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-05,-1.5837806712068507
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-06,-1.750147858323088
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-07,-1.8106530349990684
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-10,-1.6963249713791446
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-11,-1.6788752150218709
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-12,-1.6987914780246214
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-13,-1.7644161689834232
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-14,-1.8755583099093884
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-17,-1.9850296972705466
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-18,-1.8609713438948519
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-19,-2.1592871552556003
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-20,-2.1962446154472963
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-21,-2.1820480864736806
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-24,-2.2226066266981626
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-25,-1.7427718273578112
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-26,-1.7542471343877153
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-27,-1.3009765744759716
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-04-28,-1.280907943822374
120507,ICICI Pru Liquid Fund - Regular - Growth,2023-05-01,-1.5504470702666517
